"Income","Age_Gap","NumChildren","NumDivorce","DiffLanguage","DiffAddress","PreviousImmigrationProblem","CriminalHistory","TooManyChildren","TooLowIncome","TooManyDivorce","BigAgeGap","FraudAlerted"
20938.86,2,1,0,0,0,0,0,0,0,0,0,"False"
74062.05,0,1,0,0,0,0,0,0,0,0,0,"False"
16973.54,1,1,0,0,0,0,0,0,0,0,0,"False"
58275.97,1,2,0,0,0,0,0,0,0,0,0,"False"
63790.82,1,5,0,0,0,0,0,1,0,0,0,"False"
60446.15,0,2,0,0,0,0,0,0,0,0,0,"False"
47112.23,1,4,0,0,0,0,0,0,0,0,0,"False"
96236.96,1,1,0,0,0,0,0,0,0,0,0,"False"
42454.91,2,1,0,0,0,0,0,0,0,0,0,"False"
58640.25,30,5,0,1,0,1,0,1,0,0,1,"True"
47322.91,1,0,0,0,0,0,0,0,0,0,0,"False"
58341.93,0,3,0,0,0,0,0,0,0,0,0,"False"
55582.32,1,1,0,0,0,0,0,0,0,0,0,"False"
68914.38,1,2,0,0,0,0,0,0,0,0,0,"False"
35037.15,3,5,0,0,0,0,0,1,0,0,0,"False"
68642.4,0,1,0,0,0,0,0,0,0,0,0,"False"
19282.75,2,3,0,0,0,0,0,0,0,0,0,"False"
58006.45,18,0,0,0,0,0,1,0,0,0,1,"True"
36810.82,0,2,0,0,0,0,0,0,0,0,0,"False"
69378.13,1,2,0,0,0,0,0,0,0,0,0,"False"
37516.71,1,1,0,0,0,0,0,0,0,0,0,"False"
46880.13,1,4,0,1,0,0,1,0,0,0,0,"True"
50449.62,0,5,0,0,0,0,0,1,0,0,0,"False"
40386.63,0,4,0,0,0,0,0,0,0,0,0,"False"
50007.92,2,5,0,0,0,0,0,1,0,0,0,"False"
54540.86,0,4,0,0,0,0,0,0,0,0,0,"False"
26016.64,1,5,0,0,0,0,0,1,0,0,0,"False"
22154.42,0,2,0,0,0,0,0,0,0,0,0,"False"
101108.89,1,0,0,0,0,0,0,0,0,0,0,"False"
29328.77,1,3,0,0,0,0,0,0,0,0,0,"False"
12109.68,1,1,0,0,0,0,0,0,1,0,0,"False"
74253.65,2,1,0,0,0,0,0,0,0,0,0,"False"
33773.44,0,4,0,0,0,0,0,0,0,0,0,"False"
54384.07,1,1,0,0,0,1,0,0,0,0,0,"True"
116591.12,0,0,0,0,0,1,0,0,0,0,0,"False"
11172.11,2,1,0,0,0,0,0,0,1,0,0,"False"
35203.79,1,1,0,0,0,0,0,0,0,0,0,"False"
63350.41,0,2,0,0,0,0,0,0,0,0,0,"False"
18897.47,0,2,0,0,0,0,0,0,0,0,0,"False"
30049.87,1,3,0,0,0,0,0,0,0,0,0,"False"
45090.1,2,2,0,0,0,0,0,0,0,0,0,"False"
36112.99,0,6,0,0,0,0,0,1,0,0,0,"False"
60565.73,2,3,0,0,0,0,0,0,0,0,0,"False"
55555.04,1,1,0,0,0,0,0,0,0,0,0,"False"
24794.13,1,3,0,0,0,0,0,0,0,0,0,"False"
34284.5,2,4,0,0,0,0,0,0,0,0,0,"False"
21524.41,2,2,0,0,0,0,0,0,0,0,0,"False"
19373.15,3,5,0,0,0,0,0,1,0,0,0,"False"
42616.28,0,0,0,0,0,0,0,0,0,0,0,"False"
15195.78,0,3,0,0,0,0,0,0,0,0,0,"False"
75046.58,1,1,0,0,0,0,0,0,0,0,0,"False"
31120.27,1,3,0,0,0,1,0,0,0,0,0,"True"
14823.47,0,1,0,0,0,0,0,0,1,0,0,"False"
98010.96,0,0,0,0,0,0,0,0,0,0,0,"False"
15195.52,1,0,0,0,0,0,0,0,0,0,0,"False"
26099.33,2,6,0,0,0,0,0,1,0,0,0,"False"
74287.14,2,1,0,0,0,1,0,0,0,0,0,"False"
67304.53,0,2,0,0,0,0,0,0,0,0,0,"False"
77351.8,1,3,0,0,0,0,0,0,0,0,0,"False"
54528.78,2,1,0,0,0,0,0,0,0,0,0,"False"
19755.3,0,3,0,0,0,0,0,0,0,0,0,"False"
49375.51,1,0,0,0,0,0,0,0,0,0,0,"False"
46220.71,2,0,0,0,0,0,0,0,0,0,0,"False"
63545.25,1,3,0,0,0,0,0,0,0,0,0,"False"
10755.47,0,3,0,0,0,0,0,0,1,0,0,"False"
22736.09,1,2,0,0,0,0,0,0,0,0,0,"False"
53956.53,1,2,0,0,0,0,0,0,0,0,0,"False"
18117.99,0,0,0,0,0,1,0,0,0,0,0,"False"
46243.78,0,2,0,0,0,0,0,0,0,0,0,"False"
64170.99,0,2,0,0,0,0,0,0,0,0,0,"False"
74041.52,0,4,0,0,0,0,0,0,0,0,0,"False"
27805.46,1,0,0,0,0,0,0,0,0,0,0,"False"
75071.69,2,2,0,0,0,0,0,0,0,0,0,"False"
60993.57,1,2,0,0,0,0,0,0,0,0,0,"False"
68333.72,1,4,0,0,0,0,0,0,0,0,0,"False"
52573.32,0,1,0,0,0,0,0,0,0,0,0,"False"
91707.34,2,2,0,0,0,0,0,0,0,0,0,"False"
86020.52,1,2,0,0,0,0,0,0,0,0,0,"False"
71485.71,23,5,0,1,0,1,1,1,0,0,1,"True"
64984.51,2,3,0,0,0,1,0,0,0,0,0,"True"
53192.47,1,1,0,0,0,0,0,0,0,0,0,"False"
60985.87,2,1,0,0,0,0,0,0,0,0,0,"False"
60831.41,0,1,0,0,0,0,0,0,0,0,0,"False"
58220.28,1,1,0,0,0,0,0,0,0,0,0,"False"
29914.66,1,3,0,0,0,0,0,0,0,0,0,"False"
29144.92,2,1,0,0,0,0,0,0,0,0,0,"False"
14487.49,2,3,0,0,0,0,0,0,1,0,0,"False"
54683.95,1,2,0,0,0,0,0,0,0,0,0,"False"
19021.82,1,3,0,0,0,0,0,0,0,0,0,"False"
66070.12,0,0,0,0,0,0,0,0,0,0,0,"False"
27303.15,2,0,0,0,0,0,0,0,0,0,0,"False"
59177.08,0,2,0,0,0,0,0,0,0,0,0,"False"
51061.78,1,3,0,0,0,0,0,0,0,0,0,"False"
85837.47,0,4,0,0,0,0,0,0,0,0,0,"False"
78202.77,0,3,0,0,0,1,0,0,0,0,0,"False"
68078.82,0,4,0,0,0,0,0,0,0,0,0,"False"
34342.69,0,1,0,0,0,0,0,0,0,0,0,"False"
46782.22,1,0,0,0,0,0,0,0,0,0,0,"False"
102076.41,2,4,0,0,0,0,0,0,0,0,0,"False"
45941.49,24,5,5,1,1,0,0,1,0,1,1,"True"
62437.04,1,4,0,0,0,0,0,0,0,0,0,"False"
59874.65,0,1,0,0,0,0,0,0,0,0,0,"False"
67865.08,2,1,0,0,0,0,0,0,0,0,0,"False"
45500.96,0,0,0,0,0,0,0,0,0,0,0,"False"
115354.52,0,1,0,0,0,0,0,0,0,0,0,"False"
10441.37,1,1,0,0,0,0,0,0,1,0,0,"False"
31082.32,0,5,0,0,0,0,0,1,0,0,0,"False"
36984.19,0,0,0,0,0,0,0,0,0,0,0,"False"
27615.04,1,4,0,0,0,0,0,0,0,0,0,"False"
75404.65,0,0,0,0,0,0,0,0,0,0,0,"False"
38129.02,0,3,0,0,0,0,0,0,0,0,0,"False"
43761.25,0,2,0,0,0,0,0,0,0,0,0,"False"
28035.6,1,2,0,0,0,0,0,0,0,0,0,"False"
48879.05,1,5,0,0,0,0,0,1,0,0,0,"False"
47240.32,2,5,0,0,0,0,0,1,0,0,0,"False"
22850.11,1,2,0,0,0,0,0,0,0,0,0,"False"
66605.65,0,2,0,0,0,0,0,0,0,0,0,"False"
80633.43,0,0,0,0,0,0,0,0,0,0,0,"False"
10670.92,1,1,0,0,0,0,0,0,1,0,0,"False"
87239.96,1,5,0,0,0,0,0,1,0,0,0,"False"
84435.93,1,1,0,0,0,0,0,0,0,0,0,"False"
39162.98,1,0,0,0,0,0,0,0,0,0,0,"False"
22572.99,0,1,0,0,0,0,0,0,0,0,0,"False"
53771.14,3,5,0,0,0,0,0,1,0,0,0,"True"
30639.57,0,2,0,0,0,0,0,0,0,0,0,"False"
86466.63,1,1,0,0,0,0,0,0,0,0,0,"False"
45447.32,1,2,0,0,0,0,0,0,0,0,0,"False"
32068.55,1,2,0,0,0,0,0,0,0,0,0,"False"
54188.05,1,2,0,0,0,0,0,0,0,0,0,"False"
67230.84,0,0,0,0,0,0,0,0,0,0,0,"False"
99593.97,1,0,0,0,0,0,0,0,0,0,0,"False"
58989.5,0,1,0,0,0,1,0,0,0,0,0,"False"
60867.97,3,2,0,0,0,0,0,0,0,0,0,"False"
55922.56,2,5,0,0,0,0,0,1,0,0,0,"False"
12059.87,21,5,0,0,1,0,0,1,1,0,1,"True"
89519.24,0,2,0,0,0,0,0,0,0,0,0,"False"
56368.59,2,2,0,0,0,0,0,0,0,0,0,"False"
54227.33,1,2,0,0,0,0,0,0,0,0,0,"False"
16749.65,3,4,0,0,0,0,0,0,0,0,0,"False"
153590.27,2,2,0,0,0,0,0,0,0,0,0,"False"
22590.42,0,2,0,0,0,0,0,0,0,0,0,"False"
78703.35,2,4,0,0,0,0,0,0,0,0,0,"False"
57660.57,1,2,0,0,0,0,0,0,0,0,0,"False"
19979.98,1,5,0,0,0,0,0,1,0,0,0,"False"
71485.27,1,2,0,0,0,0,0,0,0,0,0,"False"
70451.51,1,0,0,0,0,0,0,0,0,0,0,"False"
34641.26,12,0,0,0,0,0,0,0,0,0,0,"True"
58324.89,0,6,0,0,0,0,0,1,0,0,0,"False"
85146.49,1,2,0,0,0,0,0,0,0,0,0,"False"
54258.17,1,3,0,0,0,0,0,0,0,0,0,"False"
25662.49,2,0,0,0,0,0,0,0,0,0,0,"False"
38077.87,1,1,0,0,0,0,0,0,0,0,0,"False"
36085.55,2,1,0,0,0,0,0,0,0,0,0,"False"
34257.03,0,4,0,0,0,0,0,0,0,0,0,"False"
74747.39,0,2,0,0,0,0,0,0,0,0,0,"False"
69566.24,1,4,0,0,0,0,0,0,0,0,0,"False"
82637.69,0,1,0,0,0,0,0,0,0,0,0,"False"
12822.19,1,5,0,0,0,0,0,1,1,0,0,"False"
74058.59,0,0,0,0,0,0,0,0,0,0,0,"False"
35751.94,0,2,0,0,0,0,0,0,0,0,0,"False"
91094.92,2,6,0,0,0,0,0,1,0,0,0,"False"
21473.98,1,1,0,0,0,0,0,0,0,0,0,"False"
32257.82,2,2,0,0,0,0,0,0,0,0,0,"False"
100677.43,1,1,0,0,0,0,0,0,0,0,0,"False"
66104.72,1,4,0,0,0,0,0,0,0,0,0,"False"
136660.89,0,2,0,0,0,0,0,0,0,0,0,"False"
42361.04,1,2,0,0,0,0,0,0,0,0,0,"False"
44857.01,1,2,0,0,0,0,0,0,0,0,0,"False"
50124.01,2,2,0,0,0,0,0,0,0,0,0,"False"
87748.4,0,3,0,0,0,0,0,0,0,0,0,"False"
49724.19,2,3,0,0,0,0,0,0,0,0,0,"False"
31607.91,0,1,0,0,0,0,0,0,0,0,0,"False"
37972.58,1,1,0,0,0,0,0,0,0,0,0,"False"
72062.98,1,5,0,0,0,0,0,1,0,0,0,"False"
10829.63,0,3,0,0,0,0,0,0,1,0,0,"False"
10726.04,1,3,0,0,0,0,0,0,1,0,0,"False"
76044.7,1,2,0,0,0,0,0,0,0,0,0,"False"
60352.27,1,1,0,0,0,0,0,0,0,0,0,"False"
91937.27,1,2,0,0,0,0,0,0,0,0,0,"False"
87524.92,1,1,0,0,0,0,0,0,0,0,0,"False"
21292.56,0,4,0,0,0,0,0,0,0,0,0,"False"
66738.75,0,1,0,0,0,0,0,0,0,0,0,"False"
13147.64,1,0,0,0,0,0,0,0,1,0,0,"False"
83814.76,0,6,0,0,0,0,0,1,0,0,0,"False"
55082.19,0,0,0,0,0,0,0,0,0,0,0,"False"
50979.56,0,3,0,0,0,0,0,0,0,0,0,"False"
48167,1,0,0,0,0,0,0,0,0,0,0,"False"
17914.04,1,6,0,0,0,0,0,1,0,0,0,"False"
77040.67,2,4,0,0,0,1,0,0,0,0,0,"False"
30211.39,1,2,0,0,0,0,0,0,0,0,0,"False"
15112.52,1,2,0,0,0,0,0,0,0,0,0,"False"
68854.84,1,1,0,0,0,0,0,0,0,0,0,"False"
44692.98,1,4,0,0,0,0,0,0,0,0,0,"False"
25935.17,0,1,0,0,0,0,0,0,0,0,0,"False"
51315.47,10,4,0,0,0,0,0,0,0,0,0,"True"
39198.27,2,0,0,0,0,0,0,0,0,0,0,"False"
54005.49,1,0,0,0,0,0,0,0,0,0,0,"False"
84649.78,1,4,0,0,0,0,0,0,0,0,0,"False"
84324.74,1,2,0,0,0,0,0,0,0,0,0,"False"
43954.78,0,0,0,0,0,0,0,0,0,0,0,"False"
28747.9,1,1,0,0,0,0,0,0,0,0,0,"False"
46749.88,1,1,0,0,0,0,0,0,0,0,0,"False"
67489.32,1,3,0,0,0,0,0,0,0,0,0,"False"
70968.54,1,4,0,0,0,0,0,0,0,0,0,"False"
61303.01,1,3,0,0,0,0,0,0,0,0,0,"False"
22275.24,1,2,0,0,0,0,0,0,0,0,0,"False"
16002.24,1,3,0,0,0,0,0,0,0,0,0,"False"
22062.11,1,3,0,0,0,0,0,0,0,0,0,"False"
60297.87,2,0,0,0,0,0,0,0,0,0,0,"False"
38172.71,2,0,0,0,0,0,0,0,0,0,0,"False"
15265.23,1,2,0,0,0,0,0,0,0,0,0,"False"
88792.64,1,5,0,0,0,0,0,1,0,0,0,"False"
63677.59,1,2,0,0,0,0,0,0,0,0,0,"False"
67884.19,2,2,0,0,0,0,0,0,0,0,0,"False"
15158.18,2,2,0,0,0,0,0,0,0,0,0,"False"
36912.93,0,1,0,0,0,0,0,0,0,0,0,"False"
49917.8,1,2,0,0,0,0,0,0,0,0,0,"False"
33327.02,1,3,0,0,0,0,0,0,0,0,0,"False"
15628.43,0,0,0,0,0,0,0,0,0,0,0,"False"
31181.66,1,0,0,0,0,0,0,0,0,0,0,"False"
21114.77,0,0,0,0,0,0,0,0,0,0,0,"False"
91404.45,1,2,0,0,0,0,0,0,0,0,0,"False"
18343.41,1,1,0,0,0,0,0,0,0,0,0,"False"
66011.58,0,2,0,0,0,0,0,0,0,0,0,"False"
20105.24,0,1,0,0,0,0,0,0,0,0,0,"False"
34481.28,0,2,0,0,0,0,0,0,0,0,0,"False"
39799.72,0,1,0,0,0,0,0,0,0,0,0,"False"
78636.15,1,5,0,0,0,0,0,1,0,0,0,"False"
13642.61,1,2,0,0,0,0,0,0,1,0,0,"False"
31247.94,2,3,0,0,0,0,0,0,0,0,0,"False"
42312.87,0,5,0,0,0,0,0,1,0,0,0,"False"
17189.16,1,4,0,0,0,0,0,0,0,0,0,"False"
87520.51,2,1,0,0,0,0,0,0,0,0,0,"False"
57968.03,1,3,0,0,0,0,0,0,0,0,0,"False"
17949.86,0,3,0,0,0,0,0,0,0,0,0,"False"
100929.55,1,3,0,0,0,0,0,0,0,0,0,"False"
65848.33,0,2,0,0,0,0,0,0,0,0,0,"False"
41634.09,1,2,0,0,0,0,0,0,0,0,0,"False"
67341.38,1,2,0,0,0,0,0,0,0,0,0,"False"
46106.75,1,3,0,0,0,0,0,0,0,0,0,"False"
31818.72,1,0,0,0,0,0,1,0,0,0,0,"True"
22317.18,1,0,0,0,0,0,0,0,0,0,0,"False"
97125.18,2,0,0,0,0,0,0,0,0,0,0,"False"
66268.41,0,1,0,0,0,0,0,0,0,0,0,"False"
61350.59,0,2,0,0,0,0,0,0,0,0,0,"False"
20362.04,1,4,0,0,0,0,0,0,0,0,0,"False"
27410.22,1,2,0,0,0,1,0,0,0,0,0,"False"
49640.16,1,2,0,0,0,1,0,0,0,0,0,"False"
50098.44,0,0,0,0,0,0,0,0,0,0,0,"False"
71936.04,3,0,0,0,0,0,0,0,0,0,0,"False"
99789.64,0,3,0,0,0,0,0,0,0,0,0,"False"
74082.91,2,1,0,0,0,0,0,0,0,0,0,"False"
74078.45,16,0,0,0,0,0,0,0,0,0,1,"True"
20928.5,1,4,0,0,0,0,0,0,0,0,0,"False"
56312.85,2,4,0,0,0,0,0,0,0,0,0,"False"
60775.83,0,1,0,0,0,0,0,0,0,0,0,"False"
72367.84,2,1,0,0,0,0,0,0,0,0,0,"False"
37090.81,1,2,0,0,0,0,0,0,0,0,0,"False"
57765.69,1,1,0,0,0,0,0,0,0,0,0,"False"
33902.66,1,0,0,0,0,1,0,0,0,0,0,"False"
86514.61,2,2,0,0,0,0,0,0,0,0,0,"False"
14096.38,1,2,0,0,0,0,0,0,1,0,0,"False"
33109.34,1,0,0,0,0,0,0,0,0,0,0,"False"
71671.03,2,1,0,0,0,0,0,0,0,0,0,"False"
60358.29,1,3,0,0,0,0,0,0,0,0,0,"True"
10971.51,1,2,0,0,0,0,0,0,1,0,0,"False"
77935.13,3,2,0,0,0,0,0,0,0,0,0,"False"
69874.22,2,2,0,0,0,1,0,0,0,0,0,"True"
41266.37,11,5,0,0,0,1,1,1,0,0,0,"True"
50471.56,1,2,0,0,0,0,0,0,0,0,0,"False"
61065.36,0,2,0,0,0,0,0,0,0,0,0,"False"
96172.65,2,2,0,0,0,0,0,0,0,0,0,"False"
55251.46,0,1,0,0,0,0,0,0,0,0,0,"False"
45895.2,0,1,0,0,0,0,0,0,0,0,0,"False"
34539.18,1,0,0,0,0,0,0,0,0,0,0,"False"
46195.89,1,1,0,0,0,0,0,0,0,0,0,"False"
17440.13,1,1,0,0,0,1,0,0,0,0,0,"False"
26241.78,0,2,0,0,0,0,0,0,0,0,0,"False"
62362.41,4,3,0,0,0,0,0,0,0,0,0,"False"
54433.32,1,3,0,0,0,0,0,0,0,0,0,"False"
15072.23,0,2,0,0,0,0,0,0,0,0,0,"False"
114697.49,1,2,0,0,0,0,0,0,0,0,0,"False"
63703.63,1,3,0,0,0,0,0,0,0,0,0,"False"
62104.84,1,2,0,0,0,0,0,0,0,0,0,"False"
83832.66,0,2,0,0,0,0,0,0,0,0,0,"False"
53375.32,3,2,0,0,0,0,0,0,0,0,0,"False"
73904.85,1,1,0,0,0,0,0,0,0,0,0,"False"
27455.36,1,2,0,0,0,0,0,0,0,0,0,"False"
44718.74,0,1,0,0,0,0,0,0,0,0,0,"False"
92746.14,2,1,0,0,0,0,0,0,0,0,0,"False"
34504.99,0,3,0,0,0,0,0,0,0,0,0,"False"
22952.56,1,1,0,0,0,0,0,0,0,0,0,"False"
109585.78,1,1,0,0,0,0,0,0,0,0,0,"False"
63710.59,0,5,0,0,0,0,0,1,0,0,0,"False"
67292.73,0,6,0,0,0,0,0,1,0,0,0,"False"
40136.26,1,2,0,0,0,0,0,0,0,0,0,"False"
39145.33,1,3,0,0,0,0,0,0,0,0,0,"False"
36436.46,1,1,0,0,0,0,0,0,0,0,0,"False"
48350.59,2,6,0,0,0,0,0,1,0,0,0,"False"
50014.57,0,0,0,0,0,0,0,0,0,0,0,"False"
46101.44,1,2,0,0,0,0,0,0,0,0,0,"False"
26366.02,0,3,0,0,0,0,0,0,0,0,0,"False"
50948.14,1,2,0,0,0,0,0,0,0,0,0,"False"
69228.79,1,2,0,0,0,0,0,0,0,0,0,"False"
30108.76,3,6,0,0,0,0,0,1,0,0,0,"False"
76664.69,1,1,0,0,0,0,0,0,0,0,0,"False"
58638.86,2,0,0,0,0,0,0,0,0,0,0,"False"
91947.9,0,0,0,0,0,0,0,0,0,0,0,"False"
37189.12,1,4,0,0,0,0,0,0,0,0,0,"False"
15619.39,0,3,0,0,0,0,0,0,0,0,0,"False"
66584.45,1,2,0,0,0,0,0,0,0,0,0,"False"
83939.5,1,0,0,0,0,0,0,0,0,0,0,"False"
50544.44,2,2,0,0,0,0,0,0,0,0,0,"False"
29310.96,1,2,0,0,0,0,0,0,0,0,0,"False"
44837.24,1,1,0,0,0,0,0,0,0,0,0,"False"
10235.76,0,1,0,0,0,0,0,0,1,0,0,"False"
21701.16,1,4,0,0,0,0,0,0,0,0,0,"False"
36006.99,1,0,0,0,0,0,0,0,0,0,0,"False"
81308.72,1,2,0,0,0,0,0,0,0,0,0,"False"
34318.67,0,3,0,0,0,0,0,0,0,0,0,"False"
35005.35,2,1,0,0,0,0,0,0,0,0,0,"False"
36741.46,2,2,0,0,0,0,0,0,0,0,0,"False"
21204.24,1,0,0,0,0,0,0,0,0,0,0,"False"
88985.17,1,2,0,0,0,0,0,0,0,0,0,"False"
71027.51,3,1,0,0,0,0,0,0,0,0,0,"False"
13190.61,1,2,0,0,0,0,0,0,1,0,0,"False"
35792.47,1,2,0,0,0,0,0,0,0,0,0,"False"
35581.28,1,4,0,0,0,0,0,0,0,0,0,"False"
68692.79,0,2,0,0,0,0,0,0,0,0,0,"False"
34259.77,1,0,0,0,0,0,0,0,0,0,0,"False"
36181.46,0,4,0,0,0,0,0,0,0,0,0,"False"
23081.9,2,3,0,0,0,0,0,0,0,0,0,"False"
68198.99,0,3,0,0,0,0,0,0,0,0,0,"False"
25459.16,2,1,0,0,0,0,0,0,0,0,0,"False"
39992.87,1,3,0,0,0,0,0,0,0,0,0,"False"
5615.41,0,3,0,0,0,0,0,0,1,0,0,"True"
49862.46,0,1,0,0,0,0,0,0,0,0,0,"False"
55810.49,1,0,0,0,0,1,1,0,0,0,0,"True"
45368.23,1,2,0,0,0,0,0,0,0,0,0,"False"
30190.5,1,3,0,0,0,0,0,0,0,0,0,"False"
54289.2,0,3,0,0,0,0,0,0,0,0,0,"False"
88080.41,1,2,0,0,0,0,0,0,0,0,0,"False"
79264.8,1,3,0,0,0,0,0,0,0,0,0,"False"
81510.51,1,4,0,0,0,0,0,0,0,0,0,"False"
40284.54,1,1,0,0,0,0,0,0,0,0,0,"False"
104207.11,1,0,0,0,0,0,0,0,0,0,0,"False"
52534.4,0,5,0,0,0,0,0,1,0,0,0,"False"
40478.87,0,0,0,0,0,0,0,0,0,0,0,"False"
100442.25,0,2,0,0,0,0,0,0,0,0,0,"False"
37654.75,0,1,0,0,0,0,0,0,0,0,0,"False"
31574.23,0,1,0,0,0,0,0,0,0,0,0,"False"
43695.35,0,1,0,0,0,1,0,0,0,0,0,"False"
44490.26,1,1,0,0,0,0,0,0,0,0,0,"False"
55082.86,0,0,0,0,0,0,0,0,0,0,0,"False"
56765.23,1,1,0,0,0,0,0,0,0,0,0,"False"
21965.23,1,1,0,0,0,0,0,0,0,0,0,"False"
19274.84,1,1,0,0,0,0,0,0,0,0,0,"False"
84541.2,2,1,0,0,0,0,0,0,0,0,0,"False"
56521.44,1,1,0,0,0,0,0,0,0,0,0,"False"
50519,2,2,0,0,0,0,0,0,0,0,0,"False"
30191.45,1,6,0,0,0,0,0,1,0,0,0,"False"
49393.51,1,3,0,0,0,0,0,0,0,0,0,"False"
34051.38,0,6,0,0,0,0,0,1,0,0,0,"False"
79484,0,6,0,0,0,0,0,1,0,0,0,"False"
67432.16,2,2,0,0,0,0,0,0,0,0,0,"False"
24648.04,2,0,0,0,0,0,0,0,0,0,0,"False"
106032.61,0,1,0,0,0,0,0,0,0,0,0,"False"
48063.65,1,3,0,0,0,0,0,0,0,0,0,"False"
14536.57,0,1,0,0,0,0,0,0,1,0,0,"False"
62543.05,1,0,0,0,0,0,0,0,0,0,0,"False"
63246.63,1,3,0,0,0,0,0,0,0,0,0,"False"
61351.19,1,5,0,0,0,0,0,1,0,0,0,"False"
69082.47,0,2,0,0,0,1,0,0,0,0,0,"False"
10034.84,1,5,0,0,0,0,0,1,1,0,0,"False"
67266.76,1,3,0,0,0,0,0,0,0,0,0,"False"
28753.23,1,1,0,0,0,0,0,0,0,0,0,"False"
43994.13,1,1,0,0,0,0,0,0,0,0,0,"False"
44975.39,1,1,0,0,0,0,0,0,0,0,0,"False"
73361.55,1,4,0,0,0,0,0,0,0,0,0,"False"
75296.95,1,1,0,0,0,0,0,0,0,0,0,"False"
45629.9,13,0,0,0,0,0,0,0,0,0,0,"True"
46413.67,1,5,0,0,0,0,0,1,0,0,0,"False"
61987.43,1,3,0,0,0,0,0,0,0,0,0,"False"
16644.32,1,0,0,0,0,0,0,0,0,0,0,"False"
73875.17,1,2,0,0,0,0,0,0,0,0,0,"False"
50026.35,0,2,0,0,0,1,0,0,0,0,0,"False"
90927.21,1,5,0,0,0,1,0,1,0,0,0,"False"
93913.63,0,1,0,0,0,0,0,0,0,0,0,"False"
10864.02,2,5,0,0,0,0,0,1,1,0,0,"False"
24881.5,1,1,0,0,0,0,0,0,0,0,0,"False"
84332.96,0,0,0,0,0,0,0,0,0,0,0,"False"
47560.35,1,1,0,0,0,0,0,0,0,0,0,"False"
35460.39,0,6,0,0,0,0,0,1,0,0,0,"False"
43216.91,0,2,0,0,0,0,0,0,0,0,0,"False"
40820.45,1,1,0,0,0,0,0,0,0,0,0,"False"
72523.53,0,2,0,0,0,0,0,0,0,0,0,"False"
43850.27,1,5,0,0,0,0,0,1,0,0,0,"False"
86609.48,1,5,0,0,0,0,0,1,0,0,0,"False"
51073.05,0,2,0,0,0,0,0,0,0,0,0,"False"
78676.8,2,1,0,0,0,0,0,0,0,0,0,"False"
95570.98,3,1,0,0,0,0,0,0,0,0,0,"False"
58082.66,0,4,0,0,0,0,0,0,0,0,0,"False"
48546.4,0,1,0,0,0,0,0,0,0,0,0,"False"
82096.96,0,5,0,0,0,0,0,1,0,0,0,"False"
12094.31,0,0,0,0,0,0,0,0,1,0,0,"False"
76819.82,0,3,0,0,0,0,0,0,0,0,0,"False"
44907.14,0,1,0,0,0,0,0,0,0,0,0,"False"
29890.26,1,3,0,0,0,0,0,0,0,0,0,"False"
68989.7,1,5,0,0,0,0,0,1,0,0,0,"False"
62175.14,1,3,0,0,0,0,0,0,0,0,0,"False"
76935.39,0,4,0,0,0,0,0,0,0,0,0,"False"
81485.79,0,1,0,0,0,0,0,0,0,0,0,"False"
57345.99,0,0,0,0,0,0,0,0,0,0,0,"False"
42873.41,1,5,0,0,0,0,0,1,0,0,0,"False"
82968,0,1,0,0,0,0,0,0,0,0,0,"False"
39376.58,2,1,0,0,0,0,0,0,0,0,0,"False"
45317.12,1,4,0,0,0,0,0,0,0,0,0,"False"
51988.18,0,0,0,0,0,0,0,0,0,0,0,"False"
46854.4,1,2,0,0,0,0,0,0,0,0,0,"False"
32880.08,0,1,0,0,0,0,0,0,0,0,0,"False"
79726.41,1,0,0,0,0,0,0,0,0,0,0,"False"
72175.84,0,5,0,0,0,0,0,1,0,0,0,"False"
31449.44,1,2,0,0,0,1,0,0,0,0,0,"False"
17698.47,0,1,0,0,0,0,0,0,0,0,0,"False"
80720.28,2,2,0,0,0,0,0,0,0,0,0,"False"
48334.86,1,1,0,0,0,0,0,0,0,0,0,"False"
59244.59,2,4,0,0,0,0,0,0,0,0,0,"False"
35241.63,1,4,0,0,0,0,0,0,0,0,0,"False"
57182.39,1,4,0,0,0,0,0,0,0,0,0,"False"
91870.48,1,0,0,0,0,0,0,0,0,0,0,"False"
21004.11,1,5,0,0,0,0,0,1,0,0,0,"False"
114671.61,0,2,0,0,0,0,0,0,0,0,0,"False"
21364.93,0,3,0,0,0,0,0,0,0,0,0,"False"
12562.51,1,1,0,0,0,0,0,0,1,0,0,"False"
90156.35,2,1,0,0,0,0,0,0,0,0,0,"False"
80160.35,0,3,0,0,0,0,0,0,0,0,0,"False"
75788.85,2,1,0,0,0,1,0,0,0,0,0,"False"
36952.24,1,0,0,0,0,0,0,0,0,0,0,"False"
70727.97,1,1,0,0,0,1,0,0,0,0,0,"False"
108706.41,1,3,0,0,0,0,0,0,0,0,0,"False"
18402.66,1,0,0,0,0,0,0,0,0,0,0,"False"
63152.79,1,1,0,0,0,0,0,0,0,0,0,"False"
54048.46,0,1,0,0,0,0,0,0,0,0,0,"False"
34477.85,2,0,0,0,0,0,0,0,0,0,0,"False"
10862.89,1,3,0,0,0,0,0,0,1,0,0,"False"
49685.48,1,1,0,0,0,0,0,0,0,0,0,"False"
62569.66,2,3,0,0,0,0,0,0,0,0,0,"False"
45442.92,0,0,0,0,0,0,0,0,0,0,0,"False"
